out_path,rel_path,file_name,eye_label,x0,y0,x1,y1,out_size,pad_scale,screen_x,screen_y,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z,fc_x,fc_y,fc_z,gt_x,gt_y,gt_z,gaze_dx,gaze_dy,gaze_dz,gaze_ux,gaze_uy,gaze_uz,subject_id
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0213.jpg_L.png,day17/0213.jpg,day17_0213.jpg_L.png,left,696,350,799,452,64,0.4,760.0,128.0,-0.260211,0.175591,-0.027319,20.176925,17.565708,436.051821,20.273229,39.654549,430.145673,-53.518985,26.633188,-18.45117,-73.792214,-13.021361,-448.596843,-0.162248,-0.02863,-0.986335,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0754.jpg_L.png,day26/0754.jpg,day26_0754.jpg_L.png,left,688,373,792,478,64,0.4,400.0,637.0,-0.152009,-0.091529,-0.070696,14.550097,27.568285,404.890719,16.315339,50.112964,401.509871,27.769982,139.618806,-28.193776,11.454643,89.505842,-429.703647,0.026088,0.20385,-0.978654,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0512.jpg_L.png,day26/0512.jpg,day26_0512.jpg_L.png,left,633,234,742,344,64,0.4,1224.0,117.0,-0.062188,0.086453,-0.006406,-7.508691,-30.201502,407.37361,-7.423911,-7.38113,405.948056,-157.071681,25.296533,-10.386714,-149.64777,32.677663,-416.33477,-0.337335,0.073662,-0.938498,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day05_0033.jpg_R.png,day05/0033.jpg,day05_0033.jpg_R.png,right,493,302,596,406,64,0.4,716.0,755.0,0.088802,-0.254807,-0.081765,-4.911768,-8.065836,455.424683,-3.323851,14.633689,457.664964,-42.515676,166.779521,-23.57564,-39.191825,152.145832,-481.240604,-0.077418,0.300542,-0.950621,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0049.jpg_L.png,day06/0049.jpg,day06_0049.jpg_L.png,left,672,354,752,433,64,0.4,151.0,156.0,-0.034082,0.264542,0.038849,13.58162,14.123923,526.202211,12.601601,36.958585,525.549123,82.419574,31.421327,-29.13023,69.817973,-5.537258,-554.679353,0.124879,-0.009904,-0.992123,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day16_0816.jpg_L.png,day16/0816.jpg,day16_0816.jpg_L.png,left,711,306,819,415,64,0.4,917.0,154.0,-0.061455,0.031495,-0.01167,23.030386,-0.819324,398.125904,23.274878,22.000972,396.71768,-88.501087,32.829391,-15.929475,-111.775965,10.828419,-412.647155,-0.261369,0.02532,-0.964907,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0485.jpg_L.png,day06/0485.jpg,day06_0485.jpg_L.png,left,675,405,796,525,64,0.4,231.0,59.0,-0.110619,0.283776,0.036203,11.713669,38.13283,390.576689,10.542732,60.844173,388.20338,64.385825,9.917288,-27.077419,53.843093,-50.926885,-415.280799,0.127638,-0.120725,-0.984446,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0327.jpg_R.png,day26/0327.jpg,day26_0327.jpg_R.png,right,475,298,593,417,64,0.4,837.0,189.0,-0.061724,0.153554,0.000671,0.464003,-2.007062,346.951006,0.340623,20.814488,345.547293,-70.584576,40.464721,-17.550461,-70.925199,19.650233,-363.097754,-0.191441,0.05304,-0.98007,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_0580.jpg_L.png,day03/0580.jpg,day03_0580.jpg_L.png,left,660,396,772,508,64,0.4,827.0,170.0,-0.030995,0.047439,-0.023135,5.106259,37.568278,416.531008,5.618111,60.416193,415.810211,-68.389214,36.19041,-17.59028,-74.007325,-24.225783,-433.400491,-0.168068,-0.055016,-0.984239,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day28_0467.jpg_R.png,day28/0467.jpg,day28_0467.jpg_R.png,right,554,332,652,429,64,0.4,242.0,10.0,-0.054043,0.050595,0.010157,23.824936,7.429141,440.084406,23.561678,30.259599,438.855739,61.838748,-1.016821,-26.546771,38.27707,-31.27642,-465.40251,0.081785,-0.066827,-0.994407,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0034.jpg_R.png,day17/0034.jpg,day17_0034.jpg_R.png,right,582,279,667,364,64,0.4,45.0,272.0,-0.239468,0.164285,-0.02643,32.932293,-22.795526,494.598553,33.081504,-0.589407,489.151097,106.290608,57.112476,-31.762969,73.209104,57.701883,-520.914066,0.138342,0.109038,-0.984364,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day25_0192.jpg_L.png,day25/0192.jpg,day25_0192.jpg_L.png,left,617,327,724,433,64,0.4,1127.0,460.0,-0.056172,0.09389,-0.040069,-13.421592,8.123302,426.494804,-12.567705,30.933947,425.170372,-134.779562,101.786853,-14.445553,-122.211857,70.852906,-439.615925,-0.264668,0.153443,-0.952054,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0023.jpg_L.png,day17/0023.jpg,day17_0023.jpg_L.png,left,697,259,792,354,64,0.4,844.0,523.0,-0.20357,0.145522,-0.061998,24.619018,-25.349807,481.562279,25.684154,-2.999647,476.856472,-71.5149,115.193755,-19.756237,-97.199054,118.193402,-496.612709,-0.187045,0.227446,-0.955658,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0243.jpg_R.png,day26/0243.jpg,day26_0243.jpg_R.png,right,523,254,622,353,64,0.4,592.0,279.0,-0.198978,0.122764,-0.018438,11.404113,-26.632385,415.409512,11.543864,-4.22181,410.875707,-15.747764,60.003268,-22.395022,-27.291628,64.225078,-433.270729,-0.062188,0.146347,-0.987277,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_1042.jpg_R.png,day03/1042.jpg,day03_1042.jpg_R.png,right,548,292,645,388,64,0.4,790.0,749.0,0.039313,0.295946,-0.118645,19.316464,-13.418887,422.579429,22.114725,9.269056,423.064952,-59.038574,165.616635,-22.259928,-81.153299,156.347579,-445.32488,-0.169458,0.326473,-0.929892,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0680.jpg_R.png,day06/0680.jpg,day06_0680.jpg_R.png,right,487,271,576,359,64,0.4,113.0,295.0,-0.376812,-0.020029,0.073969,-12.817489,-21.576786,487.530269,-14.382189,-0.376929,479.10848,91.161322,62.422033,-30.75253,105.543511,62.798962,-509.86101,0.201248,0.119744,-0.972194,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day05_0035.jpg_L.png,day05/0035.jpg,day05_0035.jpg_L.png,left,636,291,730,384,64,0.4,510.0,35.0,-0.084389,0.173112,-0.069925,-5.558636,-9.799778,471.230327,-4.137393,12.928398,469.176349,2.087427,5.224562,-22.107227,6.22482,-7.703836,-491.283576,0.012668,-0.015678,-0.999797,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day17_0553.jpg_R.png,day17/0553.jpg,day17_0553.jpg_R.png,right,522,301,615,394,64,0.4,359.0,559.0,-0.464194,0.096154,0.006544,8.193476,-7.967772,443.310912,7.548608,12.479124,433.097327,36.77078,122.071764,-28.356335,29.222172,109.59264,-461.453662,0.061496,0.23063,-0.971096,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day12_0269.jpg_R.png,day12/0269.jpg,day12_0269.jpg_R.png,right,498,389,582,473,64,0.4,49.0,61.0,-0.042795,0.252877,-0.1303,-10.497015,29.939519,493.759434,-7.681509,52.590971,492.420259,104.9991,9.923817,-30.224511,112.680609,-42.667154,-522.64477,0.210087,-0.07955,-0.974441,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day02_0462.jpg_L.png,day02/0462.jpg,day02_0462.jpg_L.png,left,811,410,887,486,64,0.4,269.0,489.0,-0.169838,-0.137454,0.11799,83.507321,39.191673,507.043427,81.102646,61.570264,503.01541,56.720031,106.195541,-29.418157,-24.382615,44.625277,-532.433567,-0.045587,0.083434,-0.99547,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0888.jpg_R.png,day01/0888.jpg,day01_0888.jpg_R.png,right,568,406,659,497,64,0.4,313.0,455.0,-0.071432,0.298914,-0.004473,26.396052,41.569005,457.94197,26.254525,64.375914,456.31911,46.838058,98.696699,-28.423882,20.583533,34.320785,-484.742992,0.042319,0.070562,-0.996609,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day12_0095.jpg_R.png,day12/0095.jpg,day12_0095.jpg_R.png,right,560,180,651,272,64,0.4,785.0,572.0,-0.18687,0.016104,0.044503,24.055054,-64.811005,477.178724,23.009483,-42.366557,472.940529,-58.257628,126.011596,-21.113214,-81.267111,168.378153,-494.053743,-0.153843,0.318749,-0.935271,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day23_0222.jpg_L.png,day23/0222.jpg,day23_0222.jpg_L.png,left,763,340,863,441,64,0.4,5.0,275.0,-0.236104,-0.019687,0.008855,44.180031,10.450511,405.479573,44.032354,32.680306,400.129512,115.221444,57.686653,-32.472471,71.18909,25.006347,-432.601983,0.162113,0.056945,-0.985128,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day10_0791.jpg_R.png,day10/0791.jpg,day10_0791.jpg_R.png,right,527,362,620,454,64,0.4,367.0,325.0,-0.239206,0.11998,-0.003866,9.229126,19.848399,461.665512,8.990306,42.062972,456.255847,34.543264,69.747949,-26.588823,25.552958,27.684977,-482.84467,0.052761,0.057163,-0.99697,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0625.jpg_L.png,day24/0625.jpg,day24_0625.jpg_L.png,left,687,336,805,455,64,0.4,487.0,120.0,-0.355044,0.02236,-0.009943,12.709766,12.107176,375.045907,12.842544,33.545081,367.0956,7.380127,24.182404,-23.095194,-5.462417,-9.362677,-390.190794,-0.013994,-0.023986,-0.999614,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day05_0155.jpg_R.png,day05/0155.jpg,day05_0155.jpg_R.png,right,574,313,660,400,64,0.4,1143.0,99.0,-0.03948,0.195563,0.00602,28.816526,-3.248864,476.820088,28.59181,19.597974,475.936767,-139.032262,21.073932,-11.655775,-167.624072,1.475958,-487.592542,-0.325103,0.002863,-0.945674,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day18_0069.jpg_L.png,day18/0069.jpg,day18_0069.jpg_L.png,left,682,422,785,525,64,0.4,941.0,375.0,-0.569191,0.036203,-0.041236,12.119603,46.265898,404.470922,12.782683,65.507939,392.137513,-93.438283,82.322762,-17.055557,-106.220966,16.814823,-409.19307,-0.25106,0.039743,-0.967155,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day23_0567.jpg_L.png,day23/0567.jpg,day23_0567.jpg_L.png,left,721,370,816,466,64,0.4,84.0,437.0,-0.109054,-0.120864,-0.031524,29.986505,24.84098,429.406076,30.854337,47.559004,426.967427,97.900582,94.115605,-32.240789,67.046245,46.556601,-459.208216,0.143751,0.09982,-0.984567,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day03_0433.jpg_L.png,day03/0433.jpg,day03_0433.jpg_L.png,left,718,443,804,530,64,0.4,2.0,648.0,-0.206966,0.305114,-0.03672,37.196924,64.276947,511.810041,37.303729,86.642588,507.058675,116.596158,141.115329,-35.12203,79.292429,54.472741,-542.180705,0.143998,0.098925,-0.984621,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_0727.jpg_R.png,day04/0727.jpg,day04_0727.jpg_R.png,right,464,286,558,380,64,0.4,737.0,230.0,-0.033512,0.148489,-0.061166,-17.296966,-15.317137,431.52978,-15.96143,7.492388,430.663364,-48.194139,49.393739,-19.557541,-32.232709,41.901351,-450.220905,-0.071105,0.092433,-0.993177,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_0626.jpg_L.png,day04/0626.jpg,day04_0626.jpg_L.png,left,659,374,758,474,64,0.4,369.0,537.0,-0.298699,-0.061482,0.01031,2.926974,25.103857,430.243624,2.903212,46.955532,423.512168,34.497888,117.174831,-28.030955,31.594676,70.219299,-451.543123,0.068975,0.153297,-0.98577,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0112.jpg_L.png,day24/0112.jpg,day24_0112.jpg_L.png,left,666,335,768,436,64,0.4,185.0,299.0,-0.384755,-0.05333,0.023267,5.69027,7.87321,417.945769,5.40323,29.060929,409.354675,75.103592,63.49119,-29.540897,69.700362,34.430261,-438.895572,0.156374,0.077245,-0.984673,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day25_0718.jpg_L.png,day25/0718.jpg,day25_0718.jpg_L.png,left,598,318,697,418,64,0.4,686.0,374.0,-0.068056,0.140707,-0.074745,-22.547167,4.348971,448.532743,-20.955851,27.097452,446.864484,-36.542258,81.4814,-21.438463,-15.586407,54.383948,-468.302947,-0.033043,0.115292,-0.992782,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0555.jpg_L.png,day24/0555.jpg,day24_0555.jpg_L.png,left,680,313,774,407,64,0.4,489.0,232.0,-0.277065,0.035028,0.004945,13.929938,-1.884248,458.113562,13.708096,20.108559,451.862482,7.145656,49.2404,-23.840834,-6.56244,29.131841,-475.703316,-0.013768,0.061119,-0.998036,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day14_0037.jpg_R.png,day14/0037.jpg,day14_0037.jpg_R.png,right,570,370,681,481,64,0.4,1133.0,17.0,-0.249861,-0.12001,-0.072413,33.654428,23.128427,408.118576,35.628076,45.225028,402.581999,-136.95603,2.707223,-11.256804,-172.584106,-42.517805,-413.838803,-0.383184,-0.094401,-0.918835,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day23_0314.jpg_L.png,day23/0314.jpg,day23_0314.jpg_L.png,left,642,350,737,446,64,0.4,156.0,573.0,-0.133455,0.135097,-0.067352,-3.230049,18.368019,466.926359,-1.905864,40.978416,463.791838,82.092458,124.711691,-31.948524,83.998322,83.733275,-495.740362,0.16479,0.16427,-0.972553,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day22_0184.jpg_R.png,day22/0184.jpg,day22_0184.jpg_R.png,right,506,271,610,375,64,0.4,828.0,696.0,-0.045388,0.040103,-0.071606,6.17875,-18.753402,400.753339,7.792833,4.029499,399.684263,-67.6177,153.853171,-21.236611,-75.410533,149.823672,-420.920874,-0.166429,0.330657,-0.928961,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day19_0195.jpg_R.png,day19/0195.jpg,day19_0195.jpg_R.png,right,504,303,599,399,64,0.4,897.0,574.0,-0.175733,-0.003097,-0.013289,1.611428,-6.062167,434.658475,1.919906,16.448686,430.661588,-83.244303,126.730265,-19.199044,-85.164209,110.281579,-449.860632,-0.180837,0.234171,-0.955229,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0387.jpg_R.png,day01/0387.jpg,day01_0387.jpg_R.png,right,493,392,564,462,64,0.4,920.0,574.0,-0.111371,0.242822,-0.067608,-23.782639,34.079634,571.288657,-22.563502,56.751812,568.587765,-88.376272,126.785977,-18.803095,-65.81277,70.034165,-587.39086,-0.110572,0.117665,-0.986878,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day23_0488.jpg_L.png,day23/0488.jpg,day23_0488.jpg_L.png,left,761,369,860,469,64,0.4,291.0,175.0,-0.086184,0.353565,0.059354,46.319428,21.629502,425.052112,44.648416,44.370734,423.36308,51.21743,36.01053,-26.852439,6.569014,-8.360204,-450.215519,0.014587,-0.018564,-0.999721,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0069.jpg_L.png,day21/0069.jpg,day21_0069.jpg_L.png,left,758,259,871,373,64,0.4,1139.0,781.0,0.031067,0.229096,-0.009403,39.640133,-18.097753,380.20782,39.934233,4.755267,380.887337,-136.850113,173.620042,-16.474709,-176.784346,168.864775,-397.362046,-0.378922,0.361947,-0.851711,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day15_0449.jpg_L.png,day15/0449.jpg,day15_0449.jpg_L.png,left,683,332,772,421,64,0.4,829.0,658.0,-0.037094,0.089687,-0.022268,17.797537,7.228664,501.090458,18.267851,30.072294,500.22089,-67.912685,145.355416,-20.954729,-86.180536,115.283122,-521.175619,-0.159391,0.213216,-0.963916,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0571.jpg_R.png,day06/0571.jpg,day06_0571.jpg_R.png,right,602,411,693,503,64,0.4,932.0,204.0,-0.134762,0.31963,-0.013458,41.958162,42.146835,444.060597,41.77221,64.804251,440.992097,-91.753475,44.050167,-16.019493,-133.525685,-20.754084,-457.01159,-0.28018,-0.043549,-0.958959,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day10_0537.jpg_R.png,day10/0537.jpg,day10_0537.jpg_R.png,right,619,424,696,502,64,0.4,915.0,774.0,-0.500073,0.090578,0.082756,51.147712,56.910065,549.863478,48.831496,76.90214,539.011711,-86.882435,171.511637,-20.282154,-135.713931,94.609497,-559.293865,-0.232686,0.162211,-0.958929,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0885.jpg_R.png,day01/0885.jpg,day01_0885.jpg_R.png,right,592,404,687,500,64,0.4,379.0,232.0,-0.187455,-0.118785,0.06962,39.587131,42.762862,457.497582,38.263009,65.172786,453.155833,31.689856,48.973953,-25.734504,-6.573153,-16.198833,-478.890337,-0.013717,-0.033803,-0.999334,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day25_0188.jpg_R.png,day25/0188.jpg,day25_0188.jpg_R.png,right,467,337,565,434,64,0.4,1180.0,202.0,-0.061911,0.11236,-0.049119,-14.021238,7.766511,424.594872,-12.981053,30.560231,423.120726,-147.09327,44.203507,-11.7362,-134.112217,13.643276,-434.856926,-0.294576,0.029967,-0.955158,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day24_0241.jpg_L.png,day24/0241.jpg,day24_0241.jpg_L.png,left,710,430,808,528,64,0.4,827.0,782.0,-0.17568,0.246234,-0.031972,28.935777,53.724523,455.574274,29.164854,76.227805,451.529699,-67.231948,173.08799,-21.852809,-96.396802,96.860185,-473.382508,-0.195645,0.196586,-0.960769,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day16_0545.jpg_R.png,day16/0545.jpg,day16_0545.jpg_R.png,right,561,280,646,365,64,0.4,972.0,741.0,-0.241069,0.127362,-0.010898,22.652141,-21.815238,496.618836,22.549403,0.388143,491.159159,-99.663195,164.267973,-19.071046,-122.212598,163.87983,-510.230205,-0.222342,0.298147,-0.928263,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0713.jpg_L.png,day01/0713.jpg,day01_0713.jpg_L.png,left,691,481,791,582,64,0.4,417.0,272.0,-0.230395,-0.279547,0.057381,20.715963,71.827433,432.700342,20.161275,94.055136,427.368336,23.286589,58.013552,-25.358924,3.125314,-36.041584,-452.72726,0.006881,-0.079357,-0.996823,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0434.jpg_R.png,day26/0434.jpg,day26_0434.jpg_R.png,right,469,406,551,489,64,0.4,876.0,459.0,-0.125236,-0.047921,-0.01438,-26.202927,43.006903,516.83694,-25.806609,65.690517,513.989949,-78.776052,100.95518,-18.759597,-52.969443,35.264663,-532.749546,-0.098725,0.065726,-0.992942,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day14_0470.jpg_R.png,day14/0470.jpg,day14_0470.jpg_R.png,right,535,270,642,377,64,0.4,827.0,212.0,-0.051046,-0.070848,-0.03396,18.753177,-16.874991,400.378311,19.569859,5.947078,399.240334,-68.309793,45.585342,-17.882806,-87.879652,39.638264,-417.12314,-0.205269,0.092587,-0.974316,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day28_0066.jpg_R.png,day28/0066.jpg,day28_0066.jpg_R.png,right,504,339,599,435,64,0.4,430.0,434.0,-0.072153,0.119319,-0.042542,0.35273,9.008121,439.132911,1.223755,31.793067,437.431051,20.692245,94.282636,-26.263443,19.46849,62.489569,-463.694494,0.041573,0.133442,-0.990184,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0133.jpg_L.png,day21/0133.jpg,day21_0133.jpg_L.png,left,682,276,786,380,64,0.4,741.0,337.0,-0.049657,0.102607,-0.02495,13.438802,-14.247556,420.327981,13.949814,8.582188,419.165913,-48.884323,73.338136,-20.233926,-62.834137,64.755948,-439.399839,-0.140077,0.144361,-0.97956,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day02_0715.jpg_L.png,day02/0715.jpg,day02_0715.jpg_L.png,left,654,389,748,483,64,0.4,921.0,639.0,-0.056485,0.321579,-0.07574,2.708179,35.132221,458.265658,4.202,57.896127,456.722327,-88.476489,141.328175,-19.238599,-92.678489,83.432048,-475.960926,-0.188361,0.169569,-0.96735,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day08_0342.jpg_R.png,day08/0342.jpg,day08_0342.jpg_R.png,right,587,429,654,496,64,0.4,1197.0,704.0,-0.279154,0.042343,0.025461,30.681916,63.371315,633.111689,29.973282,85.344013,626.826217,-149.937204,156.536491,-14.93993,-179.910486,71.192478,-641.766147,-0.268404,0.10621,-0.957434,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day01_0293.jpg_L.png,day01/0293.jpg,day01_0293.jpg_L.png,left,667,408,760,500,64,0.4,446.0,451.0,-0.084129,0.210888,-0.051885,7.678322,42.541327,454.392185,8.652051,65.295151,452.3614,17.154326,98.124103,-26.106403,8.502275,32.828952,-478.467803,0.017725,0.068441,-0.997498,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day04_1118.jpg_L.png,day04/1118.jpg,day04_1118.jpg_L.png,left,706,345,809,448,64,0.4,1127.0,8.0,-0.135514,-0.026569,-0.041517,24.200884,15.256454,424.896759,25.187968,37.892211,421.821544,-135.634274,0.67949,-11.29741,-160.822242,-37.212721,-433.118954,-0.346967,-0.080285,-0.934435,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day09_0684.jpg_L.png,day09/0684.jpg,day09_0684.jpg_L.png,left,647,241,736,330,64,0.4,1077.0,511.0,-0.323317,0.188492,-0.126695,1.101587,-34.574054,506.655321,3.235978,-13.069795,499.184043,-123.526669,113.073872,-15.661522,-126.762647,126.143667,-514.845565,-0.232583,0.231448,-0.944636,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day13_0017.jpg_L.png,day13/0017.jpg,day13_0017.jpg_L.png,left,680,305,770,396,64,0.4,1030.0,350.0,-0.057191,-0.115954,-0.051111,15.045057,-5.031585,472.432286,16.285645,17.766276,471.196462,-113.344046,76.946121,-15.349284,-129.629691,59.179845,-486.545746,-0.255688,0.116729,-0.959686,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day12_0070.jpg_L.png,day12/0070.jpg,day12_0070.jpg_L.png,left,705,316,800,412,64,0.4,969.0,636.0,-0.391484,-0.007576,-0.00228,23.832335,-0.117523,440.07088,23.916611,21.017556,431.346771,-99.192358,140.773376,-18.391376,-123.108969,119.75582,-449.738147,-0.255722,0.248757,-0.934198,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day09_0365.jpg_L.png,day09/0365.jpg,day09_0365.jpg_L.png,left,706,311,787,392,64,0.4,556.0,18.0,-0.368319,-0.020444,0.084161,30.307006,-9.345954,514.542383,28.513315,11.906538,506.300842,-8.208657,1.533275,-21.196925,-36.721972,-10.373263,-527.497767,-0.069434,-0.019614,-0.997394,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day21_0011.jpg_R.png,day21/0011.jpg,day21_0011.jpg_R.png,right,521,346,615,441,64,0.4,524.0,216.0,-0.204503,-0.022685,-0.065019,7.392709,11.381839,454.079379,8.920694,33.722436,449.456423,-0.694117,45.746157,-23.126864,-9.614811,12.023721,-472.583287,-0.020334,0.025429,-0.99947,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day06_0508.jpg_R.png,day06/0508.jpg,day06_0508.jpg_R.png,right,431,356,525,450,64,0.4,879.0,94.0,-0.096093,0.058393,-0.036744,-32.846237,16.391535,445.147107,-32.072115,39.135685,442.930548,-80.135639,19.316014,-16.165757,-48.063524,-19.819671,-459.096305,-0.104027,-0.042897,-0.993649,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day12_0020.jpg_R.png,day12/0020.jpg,day12_0020.jpg_R.png,right,532,187,635,290,64,0.4,798.0,656.0,0.07848,0.035075,0.053657,15.26863,-53.24411,435.524087,14.075297,-30.482339,437.336967,-60.999465,144.832949,-21.474469,-75.074762,175.315288,-458.811436,-0.151095,0.352839,-0.923404,p00
C:\Users\jayfo\OneDrive\Desktop\EyeTrackpad\outputs\preprocessed\p00\eyes\day26_0497.jpg_L.png,day26/0497.jpg,day26_0497.jpg_L.png,left,656,234,765,343,64,0.4,577.0,291.0,-0.023635,0.07698,0.018899,1.590562,-31.323043,407.662407,1.138141,-8.468495,407.139225,-12.378137,62.6512,-22.736829,-13.516278,71.119695,-429.876054,-0.031006,0.163145,-0.986115,p00
